"Site","Date","Block","Plot","N","P","K+","FullTreatment","Code","Name","Hits","Present","USDA_Symbol","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit","USDA_Native_Status"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","LUSP4","Luzula spicata",0,0,"LUSP4","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","MELA3","Mertensia lanceolata",1,1,"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb","L48 (N), CAN (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","MIOB2","Minuartia obtusiloba",6,1,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb","L48 (N), AK (N), CAN (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","NOMOM","Noccaea montana var. montana",0,0,"NOFEG","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","ORALA","Oreoxis alpina ssp. alpina",21,1,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","PACA15","Packera cana",0,0,"PACA15","Packera cana (Hook.) W.A. Weber & Á. Löve","woolly groundsel","Dicot","Asteraceae","Aster family","Perennial","Forb/herb, Subshrub","L48 (N), CAN (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","PAPU2","Paronychia pulvinata",0,0,"PAPU2","Paronychia pulvinata A. Gray","Rocky Mountain nailwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb","L48 (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","PEPA3","Pedicularis parryi",0,0,"PEPA3","Pedicularis parryi A. Gray","Parry's lousewort","Dicot","Scrophulariaceae","Figwort family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","PHPU5","Phlox pulvinata",5,1,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","POAL2","Poa alpina",1,1,"POAL2","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","POARG","Poa arctica ssp. grayana",0,0,"POARG","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","POBI6","Polygonum bistortoides",1,1,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb","L48 (N), CAN (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","PODI2","Potentilla diversifolia",0,0,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","POPU3","Polemonium pulcherrimum",0,0,"POPU3","Polemonium pulcherrimum Hook.","Jacob's-ladder","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","POVI","Polemonium viscosum",0,0,"POVI","Polemonium viscosum Nutt.","sticky polemonium","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb","L48 (N), CAN (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","POVI3","Polygonum viviparum",2,1,"POVI3","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","PRAN","Primula angustifolia",0.25,1,"PRAN","Primula angustifolia Torr.","alpine primrose","Dicot","Primulaceae","Primrose family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","SARH2","Saxifraga rhomboidea",1,1,"SARH2","Saxifraga rhomboidea Greene","diamondleaf saxifrage","Dicot","Saxifragaceae","Saxifrage family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","SEDES","Selaginella densa var. scopulorum",6,1,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb","L48 (N), CAN (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","SELA","Sedum lanceolatum",0.25,1,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","SIACS2","Silene acaulis var. subacaulescens",0,0,"SIACS2","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","SOSIN","Solidago simplex ssp. simplex var. nana",0.25,1,"SOSIN","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N), CAN (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","TEAC","Tetraneuris acaulis",4,1,"TEACC","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","caespitose four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","TEGR3","Tetraneuris grandiflora",0,0,"TEGR3","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","TOPY","Tonestus pygmaeus",0,0,"TOPY","Tonestus pygmaeus (Torr. & A. Gray) A. Nelson","pygmy goldenweed","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","TRPAP","Trifolium parryi ssp. parryi",0,0,"TRPAP","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb","L48 (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","TRSP2","Trisetum spicatum",0,0,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
"NWT NutNet",2013-07-26,1,2,0,0,1,"K","VIOLET","Viola spp",1,1,"VIOLA","Viola L.","violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","2BARE","Bare ground",3,1,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA,NA
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","2LICHN","Lichen",0,0,"2LICHN",NA,"Lichen",NA,NA,NA,NA,NA,NA
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","2LTR","Litter",10,1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA,NA
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","2MOSS","Moss",3,1,"2MOSS",NA,"Moss",NA,NA,NA,NA,NA,NA
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","2RF","Rock fragment",0,0,"2RF",NA,"Rock, fragments",NA,NA,NA,NA,NA,NA
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","2WOOD","Downed wood",0,0,"2LTRWS",NA,"Litter, woody, <2.5 cm",NA,NA,NA,NA,NA,NA
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","ACMIA","Achillea millefolium L. var alpicola",0,0,"ACMIA","Achillea millefolium L. var. alpicola (Rydb.) Garrett","common yarrow","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N), AK (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","ALGE","Allium geyeri",0.25,1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb","L48 (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","ANAL4","Antennaria alpina",2,1,"ANAL4","Antennaria alpina (L.) Gaertn.","alpine pussytoes","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","ANSE4","Androsace septentrionalis",0,0,"ANSE4","Androsace septentrionalis L.","pygmyflower rockjasmine","Dicot","Primulaceae","Primrose family","Annual, Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","ARFEF3","Arenaria fendleri var. fendleri",0.25,1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","ARSC","Artemisia scopulorum",18,1,"ARSC","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","CANI2","Carex nigricans",0,0,"CANI2","Carex nigricans C.A. Mey.","black alpine sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid","L48 (N), AK (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","CAOC4","Castilleja occidentalis",0,0,"CAOC4","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb","L48 (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","CAPU","Calamagrostis purpurascens",1,1,"CAPU","Calamagrostis purpurascens R. Br.","purple reedgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","CAREX","Carex spp  unknown",0,0,"CAREX","Carex L.","sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","CARO2","Campanula rotundifolia",4,1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","CARUD","Carex rupestris var. drummondiana",12,1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid","L48 (N), AK (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","CASC12","Carex scopulorum",2,1,"CASC12","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid","L48 (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","CAUN2","Campanula uniflora",1,1,"CAUN2","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","CEARS2","Cerastium arvense ssp. strictum",1,1,"CEARS2","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","CHJA","Chionophila jamesii",7,1,"CHJA","Chionophila jamesii Benth.","Rocky Mountain snowlover","Dicot","Scrophulariaceae","Figwort family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","DECE","Deschampsia caespitosa",0.25,1,"DECE","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","DRAU","Draba aurea",0,0,"DRAU","Draba aurea Vahl ex Hornem.","golden draba","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","DRST4","Draba streptocarpa",0,0,"DRST4","Draba streptocarpa A. Gray","pretty draba","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","ELYMUS","Elymus sp",0,0,"ELYMU","Elymus L.","wildrye","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","ERCA14","Erysimum capitatum",0,0,"ERCA14","Erysimum capitatum (Douglas ex Hook.) Greene","sanddune wallflower","Dicot","Brassicaceae","Mustard family","Biennial, Perennial","Forb/herb, Subshrub","L48 (N), AK (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","ERME2","Erigeron melanocephalus",0,0,"ERME2","Erigeron melanocephalus (A. Nelson) A. Nelson","blackhead fleabane","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","ERNA","Eritrichium nanum",0,0,"ERNA","Eritrichium nanum (Vill.) Schrad. ex Gaudin","arctic alpine forget-me-not","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","ERPI6","Erigeron pinnatisectus",0,0,"ERPI6","Erigeron pinnatisectus (A. Gray) A. Nelson","featherleaf fleabane","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","ERSI3","Erigeron simplex",0,0,"ERSI3","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","FEBR","Festuca brachyphylla",4,1,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","FORB1","Unk forb1",0,0,"2FORB",NA,"Forb (herbaceous, not grass nor grass-like)",NA,NA,NA,"Perennial","Forb/herb",NA
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","FORB2","Unk forb2",0,0,"2FORB",NA,"Forb (herbaceous, not grass nor grass-like)",NA,NA,NA,"Perennial","Forb/herb",NA
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","GERO2","Geum rossii",25,1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","GRASS1","Unk grass1",0,0,"2GRAM",NA,"Graminoid (grass or grass-like)",NA,NA,NA,"Perennial","Graminoid",NA
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","GRASS2","Unk grass2",0,0,"2GRAM",NA,"Graminoid (grass or grass-like)",NA,NA,NA,"Perennial","Graminoid",NA
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","HEMO3","Helictotrichon mortonianum",0,0,"HEMO3","Helictotrichon mortonianum (Scribn.) Henr.","Morton's alpine oatgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","KOMY","Kobresia myosuroides",5,1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","LEPY2","Lewisia pygmaea",1,1,"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","alpine lewisia","Dicot","Portulacaceae","Purslane family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","LLSE","Lloydia serotina",3,1,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","LUSP4","Luzula spicata",0,0,"LUSP4","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","MELA3","Mertensia lanceolata",0,0,"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb","L48 (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","MIOB2","Minuartia obtusiloba",8,1,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb","L48 (N), AK (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","NOMOM","Noccaea montana var. montana",0,0,"NOFEG","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","ORALA","Oreoxis alpina ssp. alpina",0.25,1,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","PACA15","Packera cana",0,0,"PACA15","Packera cana (Hook.) W.A. Weber & Á. Löve","woolly groundsel","Dicot","Asteraceae","Aster family","Perennial","Forb/herb, Subshrub","L48 (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","PAPU2","Paronychia pulvinata",0,0,"PAPU2","Paronychia pulvinata A. Gray","Rocky Mountain nailwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","PEPA3","Pedicularis parryi",0,0,"PEPA3","Pedicularis parryi A. Gray","Parry's lousewort","Dicot","Scrophulariaceae","Figwort family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","PHPU5","Phlox pulvinata",2,1,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","POAL2","Poa alpina",0,0,"POAL2","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","POARG","Poa arctica ssp. grayana",0.25,1,"POARG","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","POBI6","Polygonum bistortoides",2,1,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb","L48 (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","PODI2","Potentilla diversifolia",1,1,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","POPU3","Polemonium pulcherrimum",0,0,"POPU3","Polemonium pulcherrimum Hook.","Jacob's-ladder","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","POVI","Polemonium viscosum",0,0,"POVI","Polemonium viscosum Nutt.","sticky polemonium","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb","L48 (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","POVI3","Polygonum viviparum",5,1,"POVI3","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","PRAN","Primula angustifolia",0,0,"PRAN","Primula angustifolia Torr.","alpine primrose","Dicot","Primulaceae","Primrose family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","SARH2","Saxifraga rhomboidea",0,0,"SARH2","Saxifraga rhomboidea Greene","diamondleaf saxifrage","Dicot","Saxifragaceae","Saxifrage family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","SEDES","Selaginella densa var. scopulorum",15,1,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb","L48 (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","SELA","Sedum lanceolatum",3,1,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","SIACS2","Silene acaulis var. subacaulescens",0,0,"SIACS2","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","SOSIN","Solidago simplex ssp. simplex var. nana",0,0,"SOSIN","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N), CAN (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","TEAC","Tetraneuris acaulis",0,0,"TEACC","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","caespitose four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","TEGR3","Tetraneuris grandiflora",3,1,"TEGR3","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","TOPY","Tonestus pygmaeus",0,0,"TOPY","Tonestus pygmaeus (Torr. & A. Gray) A. Nelson","pygmy goldenweed","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","TRPAP","Trifolium parryi ssp. parryi",0,0,"TRPAP","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb","L48 (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","TRSP2","Trisetum spicatum",3,1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N), SPM (N)"
"NWT NutNet",2013-07-25,1,3,0,1,0,"P","VIOLET","Viola spp",0.25,1,"VIOLA","Viola L.","violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb","L48 (N)"
"NWT NutNet",2013-07-26,1,4,1,0,0,"N","2BARE","Bare ground",1,1,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA,NA
"NWT NutNet",2013-07-26,1,4,1,0,0,"N","2LICHN","Lichen",0,0,"2LICHN",NA,"Lichen",NA,NA,NA,NA,NA,NA
"NWT NutNet",2013-07-26,1,4,1,0,0,"N","2LTR","Litter",2,1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA,NA
"NWT NutNet",2013-07-26,1,4,1,0,0,"N","2MOSS","Moss",0,0,"2MOSS",NA,"Moss",NA,NA,NA,NA,NA,NA
"NWT NutNet",2013-07-26,1,4,1,0,0,"N","2RF","Rock fragment",0,0,"2RF",NA,"Rock, fragments",NA,NA,NA,NA,NA,NA
"NWT NutNet",2013-07-26,1,4,1,0,0,"N","2WOOD","Downed wood",0,0,"2LTRWS",NA,"Litter, woody, <2.5 cm",NA,NA,NA,NA,NA,NA
"NWT NutNet",2013-07-26,1,4,1,0,0,"N","ACMIA","Achillea millefolium L. var alpicola",0,0,"ACMIA","Achillea millefolium L. var. alpicola (Rydb.) Garrett","common yarrow","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N), AK (N)"
"NWT NutNet",2013-07-26,1,4,1,0,0,"N","ALGE","Allium geyeri",8,1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb","L48 (N), CAN (N)"
"NWT NutNet",2013-07-26,1,4,1,0,0,"N","ANAL4","Antennaria alpina",1,1,"ANAL4","Antennaria alpina (L.) Gaertn.","alpine pussytoes","Dicot","Asteraceae","Aster family","Perennial","Forb/herb","L48 (N), AK (N), CAN (N), GL (N)"
