site,yr,date,plotid,block,plot,meadow,snow,snow_notes,trt,trt2,clean_code2,hits,simple_name,Scientific_Name_x,Common_Name,Category,Family,Family_Common_Name,Duration,Growth_Habit,simple_lifeform,simple_lifeform2
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,LUSP4,9,Luzula spicata,Luzula spicata (L.) DC.,spiked woodrush,Monocot,Juncaceae,Rush family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,MELA3,4,Mertensia lanceolata,Mertensia lanceolata (Pursh) DC.,prairie bluebells,Dicot,Boraginaceae,Borage family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,MIOB2,9,Minuartia obtusiloba,Minuartia obtusiloba (Rydb.) House,twinflower sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,ORALA,14,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,PHPU5,9,Phlox pulvinata,Phlox pulvinata (Wherry) Cronquist,cushion phlox,Dicot,Polemoniaceae,Phlox family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,POARG,0.25,Poa arctica,Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor,arctic bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,POBI6,3,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,PODI2,5,Potentilla diversifolia,Potentilla diversifolia Lehm.,varileaf cinquefoil,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,POVI3,3,Polygonum viviparum,Polygonum viviparum L.,alpine bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,PRAN,0.25,Primula angustifolia,Primula angustifolia Torr.,alpine primrose,Dicot,Primulaceae,Primrose family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,SARH2,0.25,Saxifraga rhomboidea,Saxifraga rhomboidea Greene,diamondleaf saxifrage,Dicot,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,SEDES,10,Selaginella densa,Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon,Rocky Mountain spikemoss,Lycopod,Selaginellaceae,Spike-moss family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,SELA,7,Sedum lanceolatum,Sedum lanceolatum Torr.,spearleaf stonecrop,Dicot,Crassulaceae,Stonecrop family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,SIACS2,3,Silene acaulis,Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John,moss campion,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,TEGR3,9,Tetraneuris grandiflora,Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker,graylocks four-nerve daisy,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_4,B1,4,dry,no snow,never affected,N,N,TRSP2,4,Trisetum spicatum,Trisetum spicatum (L.) K. Richt.,spike trisetum,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,2BARE,1,Bare Ground,NA,Bare Ground,NA,NA,NA,NA,NA,Ground cover,Ground cover
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,2LTR,14,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,ALGE,8,Allium geyeri,Allium geyeri S. Watson,Geyer's onion,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,ANAL4,0.25,Antennaria alpina,Antennaria alpina (L.) Gaertn.,alpine pussytoes,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,ARFEF3,7,Arenaria fendleri,Arenaria fendleri A. Gray var. fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,ARSC,4,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,CAREX,2,Carex sp.,Carex L.,sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,CARO2,4,Campanula rotundifolia,Campanula rotundifolia L.,bluebell bellflower,Dicot,Campanulaceae,Bellflower family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,CARUD,14,Carex rupestris,Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey,Drummond's sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,CAUN2,3,Campanula uniflora,Campanula uniflora L.,arctic bellflower,Dicot,Campanulaceae,Bellflower family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,CEARS2,0.25,Cerastium arvense,Cerastium arvense L. ssp. strictum (L.) Ugborogho,field chickweed,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,CHJA,2,Chionophila jamesii,Chionophila jamesii Benth.,Rocky Mountain snowlover,Dicot,Scrophulariaceae,Figwort family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,DECE,1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,FEBR,6,Festuca brachyphylla,Festuca brachyphylla Schult. ex Schult. & Schult. f.,alpine fescue,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,GERO2,1,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,KOMY,35,Kobresia myosuroides,Kobresia myosuroides (Vill.) Fiori,Bellardi bog sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,LEPY2,3,Lewisia pygmaea,Lewisia pygmaea (A. Gray) B.L. Rob.,alpine lewisia,Dicot,Portulacaceae,Purslane family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,LLSE,2,Lloydia serotina,Lloydia serotina (L.) Salisb. ex Rchb.,common alplily,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,LUSP4,0.25,Luzula spicata,Luzula spicata (L.) DC.,spiked woodrush,Monocot,Juncaceae,Rush family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,MELA3,0.25,Mertensia lanceolata,Mertensia lanceolata (Pursh) DC.,prairie bluebells,Dicot,Boraginaceae,Borage family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,MIOB2,11,Minuartia obtusiloba,Minuartia obtusiloba (Rydb.) House,twinflower sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,ORALA,2,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,PEPA3,0.25,Pedicularis parryi,Pedicularis parryi A. Gray,Parry's lousewort,Dicot,Scrophulariaceae,Figwort family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,PHPU5,3,Phlox pulvinata,Phlox pulvinata (Wherry) Cronquist,cushion phlox,Dicot,Polemoniaceae,Phlox family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,POARG,3,Poa arctica,Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor,arctic bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,POBI6,1,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,POVI3,3,Polygonum viviparum,Polygonum viviparum L.,alpine bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,PRAN,0.25,Primula angustifolia,Primula angustifolia Torr.,alpine primrose,Dicot,Primulaceae,Primrose family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,SARH2,1,Saxifraga rhomboidea,Saxifraga rhomboidea Greene,diamondleaf saxifrage,Dicot,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,SEDES,9,Selaginella densa,Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon,Rocky Mountain spikemoss,Lycopod,Selaginellaceae,Spike-moss family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,SELA,5,Sedum lanceolatum,Sedum lanceolatum Torr.,spearleaf stonecrop,Dicot,Crassulaceae,Stonecrop family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,SOSIN,5,Solidago simplex,Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius,dwarf goldenrod,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,TEGR3,1,Tetraneuris grandiflora,Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker,graylocks four-nerve daisy,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,TRPAP,12,Trifolium parryi,Trifolium parryi A. Gray ssp. parryi,Parry's clover,Dicot,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",N-fixer,Forb
nutnet,2013,2013-07-26,B1_5,B1,5,dry,no snow,never affected,P+K,P,TRSP2,2,Trisetum spicatum,Trisetum spicatum (L.) K. Richt.,spike trisetum,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,2LTR,1,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,ARFEF3,4,Arenaria fendleri,Arenaria fendleri A. Gray var. fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,CAOC4,0.25,Castilleja occidentalis,Castilleja occidentalis Torr.,western Indian paintbrush,Dicot,Scrophulariaceae,Figwort family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,CARUD,40,Carex rupestris,Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey,Drummond's sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,CAUN2,12,Campanula uniflora,Campanula uniflora L.,arctic bellflower,Dicot,Campanulaceae,Bellflower family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,CEARS2,1,Cerastium arvense,Cerastium arvense L. ssp. strictum (L.) Ugborogho,field chickweed,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,DECE,2,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,ERNA,1,Eritrichium nanum,Eritrichium nanum (Vill.) Schrad. ex Gaudin,arctic alpine forget-me-not,Dicot,Boraginaceae,Borage family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,FEBR,2,Festuca brachyphylla,Festuca brachyphylla Schult. ex Schult. & Schult. f.,alpine fescue,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,KOMY,53,Kobresia myosuroides,Kobresia myosuroides (Vill.) Fiori,Bellardi bog sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,LEPY2,0.25,Lewisia pygmaea,Lewisia pygmaea (A. Gray) B.L. Rob.,alpine lewisia,Dicot,Portulacaceae,Purslane family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,LLSE,9,Lloydia serotina,Lloydia serotina (L.) Salisb. ex Rchb.,common alplily,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,MELA3,2,Mertensia lanceolata,Mertensia lanceolata (Pursh) DC.,prairie bluebells,Dicot,Boraginaceae,Borage family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,MIOB2,3,Minuartia obtusiloba,Minuartia obtusiloba (Rydb.) House,twinflower sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,ORALA,13,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,PEPA3,4,Pedicularis parryi,Pedicularis parryi A. Gray,Parry's lousewort,Dicot,Scrophulariaceae,Figwort family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,PHPU5,5,Phlox pulvinata,Phlox pulvinata (Wherry) Cronquist,cushion phlox,Dicot,Polemoniaceae,Phlox family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,POARG,2,Poa arctica,Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor,arctic bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,POBI6,2,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,PODI2,0.25,Potentilla diversifolia,Potentilla diversifolia Lehm.,varileaf cinquefoil,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,POVI3,2,Polygonum viviparum,Polygonum viviparum L.,alpine bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,PRAN,0.25,Primula angustifolia,Primula angustifolia Torr.,alpine primrose,Dicot,Primulaceae,Primrose family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,SARH2,1,Saxifraga rhomboidea,Saxifraga rhomboidea Greene,diamondleaf saxifrage,Dicot,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,SEDES,2,Selaginella densa,Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon,Rocky Mountain spikemoss,Lycopod,Selaginellaceae,Spike-moss family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,SELA,2,Sedum lanceolatum,Sedum lanceolatum Torr.,spearleaf stonecrop,Dicot,Crassulaceae,Stonecrop family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,SIACS2,9,Silene acaulis,Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John,moss campion,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,TEACC,2,Tetraneuris acaulis,Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson,caespitose four-nerve daisy,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,TEGR3,3,Tetraneuris grandiflora,Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker,graylocks four-nerve daisy,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,TRSP2,1,Trisetum spicatum,Trisetum spicatum (L.) K. Richt.,spike trisetum,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_6,B1,6,dry,no snow,never affected,N+K,N,VIOLA,1,Viola sp.,Viola L.,violet,Dicot,Violaceae,Violet family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,ALGE,10,Allium geyeri,Allium geyeri S. Watson,Geyer's onion,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,ARFEF3,15,Arenaria fendleri,Arenaria fendleri A. Gray var. fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,CAPU,0.25,Calamagrostis purpurascens,Calamagrostis purpurascens R. Br.,purple reedgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,CARO2,2,Campanula rotundifolia,Campanula rotundifolia L.,bluebell bellflower,Dicot,Campanulaceae,Bellflower family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,CARUD,25,Carex rupestris,Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey,Drummond's sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,CASC12,1,Carex scopulorum,Carex scopulorum T. Holm,mountain sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,CAUN2,8,Campanula uniflora,Campanula uniflora L.,arctic bellflower,Dicot,Campanulaceae,Bellflower family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,CEARS2,15,Cerastium arvense,Cerastium arvense L. ssp. strictum (L.) Ugborogho,field chickweed,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,DECE,1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,ELYMU,0.25,Elymus sp.,Elymus L.,wildrye,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,ERCA14,2,Erysimum capitatum,Erysimum capitatum (Douglas ex Hook.) Greene,sanddune wallflower,Dicot,Brassicaceae,Mustard family,"Biennial, Perennial","Forb/herb, Subshrub",Forb,Forb
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,ERSI3,3,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,FEBR,4,Festuca brachyphylla,Festuca brachyphylla Schult. ex Schult. & Schult. f.,alpine fescue,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,GERO2,2,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,KOMY,38,Kobresia myosuroides,Kobresia myosuroides (Vill.) Fiori,Bellardi bog sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,LLSE,8,Lloydia serotina,Lloydia serotina (L.) Salisb. ex Rchb.,common alplily,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,MELA3,4,Mertensia lanceolata,Mertensia lanceolata (Pursh) DC.,prairie bluebells,Dicot,Boraginaceae,Borage family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,MIOB2,5,Minuartia obtusiloba,Minuartia obtusiloba (Rydb.) House,twinflower sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,ORALA,22,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,PEPA3,5,Pedicularis parryi,Pedicularis parryi A. Gray,Parry's lousewort,Dicot,Scrophulariaceae,Figwort family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,PHPU5,2,Phlox pulvinata,Phlox pulvinata (Wherry) Cronquist,cushion phlox,Dicot,Polemoniaceae,Phlox family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,POAL2,5,Poa alpina,Poa alpina L.,alpine bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,POARG,5,Poa arctica,Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor,arctic bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-07-28,B1_7,B1,7,dry,no snow,never affected,N+P,N+P,POBI6,3,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
