"spp_gains","event","year","sitekey","local_site","site","plot","rem","nut","USDA_code","USDA_name","growth_habit"
"ALLGEY",8,2009,"5_CXX","Watershed",5,"CXX","X","X","ALGE","Allium geyeri","forb"
NA,9,2010,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,10,2011,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,11,2012,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,12,2013,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,13,2014,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
"CERARV",14,2015,"5_CXX","Watershed",5,"CXX","X","X","CEARS2","Cerastium arvense ssp. strictum","forb"
NA,15,2016,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,16,2017,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,17,2018,"5_CXX","Watershed",5,"CXX","X","X",NA,NA,NA
NA,2,2003,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
"CASOCC",3,2004,"6_CXX","Lefty",6,"CXX","X","X","CAOC4","Castilleja occidentalis","forb"
"STELON",3,2004,"6_CXX","Lefty",6,"CXX","X","X","STLOL7","Stellaria longipes ssp. longipes","forb"
"TRIPAR",4,2005,"6_CXX","Lefty",6,"CXX","X","X","TRPAP","Trifolium parryi ssp. parryi","forb"
"BISVIV",5,2006,"6_CXX","Lefty",6,"CXX","X","X","POVI3","Polygonum viviparum","forb"
"GENAMA",5,2006,"6_CXX","Lefty",6,"CXX","X","X","GEAM3","Gentianella amarella","forb"
"ACHMIL",6,2007,"6_CXX","Lefty",6,"CXX","X","X","ACMIA","Achillea millefolium var. alpicola","forb"
"FESBRA",6,2007,"6_CXX","Lefty",6,"CXX","X","X","FEBR","Festuca brachyphylla","graminoid"
"MINOBT",6,2007,"6_CXX","Lefty",6,"CXX","X","X","MIOB2","Minuartia obtusiloba","forb"
"POAGLA",6,2007,"6_CXX","Lefty",6,"CXX","X","X","POGLR2","Poa glauca ssp. rupicola","graminoid"
NA,7,2008,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
NA,8,2009,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
NA,9,2010,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
"DANINT",10,2011,"6_CXX","Lefty",6,"CXX","X","X","DAIN","Danthonia intermedia","graminoid"
"LEWPYG",10,2011,"6_CXX","Lefty",6,"CXX","X","X","LEPY2","Lewisia pygmaea","forb"
NA,11,2012,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
NA,12,2013,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
NA,13,2014,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
"ERIMEL",14,2015,"6_CXX","Lefty",6,"CXX","X","X","ERME2","Erigeron melanocephalus","forb"
NA,15,2016,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
"PACCRO",16,2017,"6_CXX","Lefty",6,"CXX","X","X","PACR5","Packera crocata","forb"
NA,17,2018,"6_CXX","Lefty",6,"CXX","X","X",NA,NA,NA
"ARTSCO",2,2003,"7_CXX","Subalpine",7,"CXX","X","X","ARSC","Artemisia scopulorum","forb"
NA,3,2004,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
"DANINT",4,2005,"7_CXX","Subalpine",7,"CXX","X","X","DAIN","Danthonia intermedia","graminoid"
"ERIPIN",4,2005,"7_CXX","Subalpine",7,"CXX","X","X","ERPI6","Erigeron pinnatisectus","forb"
"ERISIM",5,2006,"7_CXX","Subalpine",7,"CXX","X","X","ERSI3","Erigeron simplex","forb"
"LEWPYG",5,2006,"7_CXX","Subalpine",7,"CXX","X","X","LEPY2","Lewisia pygmaea","forb"
NA,6,2007,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
NA,7,2008,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
"CARSCO",8,2009,"7_CXX","Subalpine",7,"CXX","X","X","CASCS2","Carex scopulorum var. scopulorum","graminoid"
"TRIPAR",8,2009,"7_CXX","Subalpine",7,"CXX","X","X","TRPAP","Trifolium parryi ssp. parryi","forb"
NA,9,2010,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
"POAALP",10,2011,"7_CXX","Subalpine",7,"CXX","X","X","POAL2","Poa alpina","graminoid"
"TRISPI",10,2011,"7_CXX","Subalpine",7,"CXX","X","X","TRSP2","Trisetum spicatum","graminoid"
NA,11,2012,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
NA,12,2013,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
NA,13,2014,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
NA,14,2015,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
NA,15,2016,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
NA,16,2017,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
NA,17,2018,"7_CXX","Subalpine",7,"CXX","X","X",NA,NA,NA
