site,yr,plot,snow,snow_notes,meadow,trt,point,hit,clean_code2,simple_name,Common_Name,Category,Family,Growth_Habit,fxnl_grp,nutnet_grp
SDL,2016,2,no snow,never affected,dry,C,29,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,30,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,31,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,32,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,33,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,33,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,34,1,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,34,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,35,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,35,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,36,1,MELA3,Mertensia lanceolata,prairie bluebells,Dicot,Boraginaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,36,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,37,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,37,2,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,38,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,39,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,40,1,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,40,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,41,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,42,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,43,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,44,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,44,2,LLSE,Lloydia serotina,common alplily,Monocot,Liliaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,45,1,HEMO3,Helictotrichon mortonianum,Morton's alpine oatgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,46,1,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,46,2,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,47,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,47,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,48,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,48,2,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,49,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,49,2,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,50,1,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,50,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,51,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,51,2,LLSE,Lloydia serotina,common alplily,Monocot,Liliaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,52,1,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,53,1,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,53,2,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,54,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,55,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,56,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,56,2,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,57,1,HEMO3,Helictotrichon mortonianum,Morton's alpine oatgrass,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,58,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,58,2,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,59,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,60,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,60,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,61,1,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,61,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,62,1,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,62,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,63,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,64,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,64,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,65,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,66,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,66,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,67,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,67,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,68,1,CEARS2,Cerastium arvense,field chickweed,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,68,2,LLSE,Lloydia serotina,common alplily,Monocot,Liliaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,69,1,LLSE,Lloydia serotina,common alplily,Monocot,Liliaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,69,2,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,70,1,FEBR,Festuca brachyphylla,alpine fescue,Monocot,Poaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,71,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,72,1,LLSE,Lloydia serotina,common alplily,Monocot,Liliaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,73,1,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,73,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,74,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,75,1,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,75,2,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,76,1,CEARS2,Cerastium arvense,field chickweed,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,77,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,78,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,79,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,80,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,81,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,82,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,83,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,84,1,MELA3,Mertensia lanceolata,prairie bluebells,Dicot,Boraginaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,84,2,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,85,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,86,1,LLSE,Lloydia serotina,common alplily,Monocot,Liliaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,86,2,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,87,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,87,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,88,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,89,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,90,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,90,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,91,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,92,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,92,2,ERSI3,Erigeron simplex,onestem fleabane,Dicot,Asteraceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,93,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,94,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,95,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,95,2,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,96,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,96,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,97,1,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,97,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,98,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,98,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,2,no snow,never affected,dry,C,99,1,CEARS2,Cerastium arvense,field chickweed,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
SDL,2016,2,no snow,never affected,dry,C,100,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,1,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,2,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,3,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,4,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,4,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,5,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,6,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,7,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,7,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,8,1,SEDES,Selaginella densa,Rocky Mountain spikemoss,Lycopod,Selaginellaceae,Forb/herb,Forb,Ground cover
SDL,2016,3,no snow,never affected,dry,C,9,1,SEDES,Selaginella densa,Rocky Mountain spikemoss,Lycopod,Selaginellaceae,Forb/herb,Forb,Ground cover
SDL,2016,3,no snow,never affected,dry,C,10,1,POVI,Polemonium viscosum,sticky polemonium,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,11,1,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,12,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,13,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,13,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,14,1,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,15,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,15,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,16,1,MELA3,Mertensia lanceolata,prairie bluebells,Dicot,Boraginaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,16,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,17,1,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,18,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,19,1,2RF,"Rock, fragments","Rock, fragments",NA,NA,NA,Ground cover,Ground cover
SDL,2016,3,no snow,never affected,dry,C,20,1,2RF,"Rock, fragments","Rock, fragments",NA,NA,NA,Ground cover,Ground cover
SDL,2016,3,no snow,never affected,dry,C,21,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,22,1,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,23,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,24,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,25,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,26,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,26,2,MIOB2,Minuartia obtusiloba,twinflower sandwort,Dicot,Caryophyllaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,26,3,MIOB2,Minuartia obtusiloba,twinflower sandwort,Dicot,Caryophyllaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,27,1,STLO2,Stellaria longipes,longstalk starwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,28,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,28,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,29,1,2RF,"Rock, fragments","Rock, fragments",NA,NA,NA,Ground cover,Ground cover
SDL,2016,3,no snow,never affected,dry,C,30,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,3,no snow,never affected,dry,C,31,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,31,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,32,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,3,no snow,never affected,dry,C,33,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,34,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,35,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,36,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,37,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,38,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,3,no snow,never affected,dry,C,39,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,40,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,41,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,41,2,MIOB2,Minuartia obtusiloba,twinflower sandwort,Dicot,Caryophyllaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,42,1,2BARE,Bare Ground,Bare Ground,NA,NA,NA,Ground cover,Ground cover
SDL,2016,3,no snow,never affected,dry,C,43,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,44,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,45,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,46,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,46,2,POVI,Polemonium viscosum,sticky polemonium,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,47,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,48,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,49,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,50,1,POVI,Polemonium viscosum,sticky polemonium,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,51,1,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,52,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,53,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,53,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,54,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,54,2,SEDES,Selaginella densa,Rocky Mountain spikemoss,Lycopod,Selaginellaceae,Forb/herb,Forb,Ground cover
SDL,2016,3,no snow,never affected,dry,C,55,1,MIOB2,Minuartia obtusiloba,twinflower sandwort,Dicot,Caryophyllaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,55,2,MIOB2,Minuartia obtusiloba,twinflower sandwort,Dicot,Caryophyllaceae,"Subshrub, Forb/herb",Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,56,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,56,2,POVI,Polemonium viscosum,sticky polemonium,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
SDL,2016,3,no snow,never affected,dry,C,57,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,58,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
SDL,2016,3,no snow,never affected,dry,C,58,2,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
