"Site","Yr","Date","Plot","Meadow","Snow","SnowNotes","Trt","USDA_Symbol","Hits","SimpleName","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"sdl",1997,"1997-07-11",7,"DM","no snow","never affected","NN","NOFEG",0.25,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",1997,"1997-07-11",7,"DM","no snow","never affected","NN","ORALA",9,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",1997,"1997-07-11",7,"DM","no snow","never affected","NN","POARG",4,"Poa arctica","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-11",7,"DM","no snow","never affected","NN","POBI6",2,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",1997,"1997-07-11",7,"DM","no snow","never affected","NN","POGL",3,"Poa glauca","Poa glauca Vahl","glaucous bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-11",7,"DM","no snow","never affected","NN","SEDES",0.25,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"sdl",1997,"1997-07-11",7,"DM","no snow","never affected","NN","SIACS2",3,"Silene acaulis","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",1997,"1997-07-11",7,"DM","no snow","never affected","NN","TRDA2",6,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","2LICHN",6,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","2LTR",23,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","CAHEE",1,"Carex heteroneura","Carex heteroneura W. Boott var. epapillosa (Mack.) F.J. Herm.","different-nerve sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","CARUD",5,"Carex rupestris","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","DRAU",1,"Draba aurea","Draba aurea Vahl ex Hornem.","golden draba","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","DRBRC",0.25,"Draba breweri","Draba breweri S. Watson var. cana (Rydb.) Rollins","cushion draba","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","FEBR",8,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","GERO2",3,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","KOMY",33,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","LLSE",1,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","MIBI9",1,"Minuartia biflora","Minuartia biflora (L.) Schinz & Thell.","mountain stitchwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","MIOB2",3,"Minuartia obtusiloba","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","NOFEG",1,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","ORALA",10,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","POBI6",1,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",1997,"1997-07-15",8,"DM","no snow","never affected","NN","POGL",4,"Poa glauca","Poa glauca Vahl","glaucous bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-11",9,"DM","no snow","never affected","NP","2LICHN",2,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"sdl",1997,"1997-07-11",9,"DM","no snow","never affected","NP","2LTR",42,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",1997,"1997-07-11",9,"DM","no snow","never affected","NP","GERO2",6,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",1997,"1997-07-11",9,"DM","no snow","never affected","NP","KOMY",9,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",1997,"1997-07-11",9,"DM","no snow","never affected","NP","MELA3",0.25,"Mertensia lanceolata","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"sdl",1997,"1997-07-11",9,"DM","no snow","never affected","NP","NOFEG",1,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",1997,"1997-07-11",9,"DM","no snow","never affected","NP","ORALA",10,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",1997,"1997-07-11",9,"DM","no snow","never affected","NP","POARG",7,"Poa arctica","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-11",9,"DM","no snow","never affected","NP","POBI6",3,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",1997,"1997-07-11",9,"DM","no snow","never affected","NP","POGL",3,"Poa glauca","Poa glauca Vahl","glaucous bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-11",9,"DM","no snow","never affected","NP","SEDES",0.25,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"sdl",1997,"1997-07-11",9,"DM","no snow","never affected","NP","TRSP2",1,"Trisetum spicatum","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","2LTR",21,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","ARFEF3",0.25,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","ARSC",4,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","CAHEE",1,"Carex heteroneura","Carex heteroneura W. Boott var. epapillosa (Mack.) F.J. Herm.","different-nerve sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","CAPU",1,"Calamagrostis purpurascens","Calamagrostis purpurascens R. Br.","purple reedgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","CARO2",5,"Campanula rotundifolia","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","CEARS2",2,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","ERPI6",1,"Erigeron pinnatisectus","Erigeron pinnatisectus (A. Gray) A. Nelson","featherleaf fleabane","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","ERSI3",1,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","FEBR",7,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","GERO2",15,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","KOMY",3,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","LLSE",1,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","MELA3",3,"Mertensia lanceolata","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","ORALA",15,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","POARG",12,"Poa arctica","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","POBI6",4,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","POVI3",1,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","TEGR3",1,"Tetraneuris grandiflora","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",10,"DM","no snow","never affected","NP","TRDA2",6,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","2LTR",11,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","ARSC",7,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","CARUD",1,"Carex rupestris","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","CASC12",1,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","ERSI3",3,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","FEBR",18,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","GERO2",13,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","KOMY",16,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","LLSE",1,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","NOFEG",0.25,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","ORALA",13,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","POARG",2,"Poa arctica","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","POBI6",0.25,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","POGL",4,"Poa glauca","Poa glauca Vahl","glaucous bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","POVI3",2,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","SIACS2",0.25,"Silene acaulis","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","TEGR3",1,"Tetraneuris grandiflora","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",1997,"1997-07-17",11,"DM","no snow","never affected","NP","TRDA2",1,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","2LICHN",1,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","2LTR",27,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","ARFEF3",2,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","ARSC",1,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","CAPU",16,"Calamagrostis purpurascens","Calamagrostis purpurascens R. Br.","purple reedgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","CARO2",5,"Campanula rotundifolia","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","CARUD",2,"Carex rupestris","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","DRBRC",1,"Draba breweri","Draba breweri S. Watson var. cana (Rydb.) Rollins","cushion draba","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","FEBR",7,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","GERO2",2,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","KOMY",15,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","NOFEG",0.25,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","ORALA",9,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","PHPU5",0.25,"Phlox pulvinata","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","POARG",4,"Poa arctica","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","POBI6",0.25,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","TRDA2",8,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",1997,"1997-07-16",12,"DM","no snow","never affected","NP","VIAD",0.25,"Viola adunca","Viola adunca Sm.","hookedspur violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb"
