"Site","Date","Block","Plot","N","P","Micro","K+","FieldCode","FieldName","Hits","USDA_Symbol","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"NWT NutNet",2013-07-26,1,4,1,0,0,0,"SARH2","Saxifraga rhomboidea",0.25,"SARH2","Saxifraga rhomboidea Greene","diamondleaf saxifrage","Dicot","Saxifragaceae","Saxifrage family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,4,1,0,0,0,"SEDES","Selaginella densa var. scopulorum",10,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,4,1,0,0,0,"SELA","Sedum lanceolatum",7,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,4,1,0,0,0,"SIACS2","Silene acaulis var. subacaulescens",3,"SIACS2","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,4,1,0,0,0,"TEGR3","Tetraneuris grandiflora",9,"TEGR3","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,4,1,0,0,0,"TRSP2","Trisetum spicatum",4,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"2BARE","Bare ground",1,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"2LTR","Litter",14,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"ALGE","Allium geyeri",8,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"ANAL4","Antennaria alpina",0.25,"ANAL4","Antennaria alpina (L.) Gaertn.","alpine pussytoes","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"ARFEF3","Arenaria fendleri var. fendleri",7,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"ARSC","Artemisia scopulorum",4,"ARSC","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"CAREX","Carex spp unknown",2,"CAREX","Carex L.","sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"CARO2","Campanula rotundifolia",4,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"CARUD","Carex rupestris var. drummondiana",14,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"CAUN2","Campanula uniflora",3,"CAUN2","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"CEARS2","Cerastium arvense ssp. strictum",0.25,"CEARS2","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"CHJA","Chionophila jamesii",2,"CHJA","Chionophila jamesii Benth.","Rocky Mountain snowlover","Dicot","Scrophulariaceae","Figwort family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"DECE","Deschampsia caespitosa",1,"DECE","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"FEBR","Festuca brachyphylla",6,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"GERO2","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"KOMY","Kobresia myosuroides",35,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"LEPY2","Lewisia pygmaea",3,"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","alpine lewisia","Dicot","Portulacaceae","Purslane family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"LLSE","Lloydia serotina",2,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"LUSP4","Luzula spicata",0.25,"LUSP4","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"MELA3","Mertensia lanceolata",0.25,"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"MIOB2","Minuartia obtusiloba",11,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"ORALA","Oreoxis alpina ssp. alpina",2,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"PEPA3","Pedicularis parryi",0.25,"PEPA3","Pedicularis parryi A. Gray","Parry's lousewort","Dicot","Scrophulariaceae","Figwort family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"PHPU5","Phlox pulvinata",3,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"POARG","Poa arctica ssp. grayana",3,"POARG","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"POBI6","Polygonum bistortoides",1,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"POVI3","Polygonum viviparum",3,"POVI3","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"PRAN","Primula angustifolia",0.25,"PRAN","Primula angustifolia Torr.","alpine primrose","Dicot","Primulaceae","Primrose family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"SARH2","Saxifraga rhomboidea",1,"SARH2","Saxifraga rhomboidea Greene","diamondleaf saxifrage","Dicot","Saxifragaceae","Saxifrage family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"SEDES","Selaginella densa var. scopulorum",9,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"SELA","Sedum lanceolatum",5,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"SOSIN","Solidago simplex ssp. simplex var. nana",5,"SOSIN","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"TEGR3","Tetraneuris grandiflora",1,"TEGR3","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"TRPAP","Trifolium parryi ssp. parryi",12,"TRPAP","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-26,1,5,0,1,1,0,"TRSP2","Trisetum spicatum",2,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"ARFEF3","Arenaria fendleri var. fendleri",4,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"CAOC4","Castilleja occidentalis",0.25,"CAOC4","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"CARUD","Carex rupestris var. drummondiana",40,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"CAUN2","Campanula uniflora",12,"CAUN2","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"CEARS2","Cerastium arvense ssp. strictum",1,"CEARS2","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"DECE","Deschampsia caespitosa",2,"DECE","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"ERNA","Eritrichium nanum",1,"ERNA","Eritrichium nanum (Vill.) Schrad. ex Gaudin","arctic alpine forget-me-not","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"FEBR","Festuca brachyphylla",2,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"KOMY","Kobresia myosuroides",53,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"LEPY2","Lewisia pygmaea",0.25,"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","alpine lewisia","Dicot","Portulacaceae","Purslane family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"LLSE","Lloydia serotina",9,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"MELA3","Mertensia lanceolata",2,"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"MIOB2","Minuartia obtusiloba",3,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"ORALA","Oreoxis alpina ssp. alpina",13,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"PEPA3","Pedicularis parryi",4,"PEPA3","Pedicularis parryi A. Gray","Parry's lousewort","Dicot","Scrophulariaceae","Figwort family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"PHPU5","Phlox pulvinata",5,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"POARG","Poa arctica ssp. grayana",2,"POARG","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"POBI6","Polygonum bistortoides",2,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"PODI2","Potentilla diversifolia",0.25,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"POVI3","Polygonum viviparum",2,"POVI3","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"PRAN","Primula angustifolia",0.25,"PRAN","Primula angustifolia Torr.","alpine primrose","Dicot","Primulaceae","Primrose family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"SARH2","Saxifraga rhomboidea",1,"SARH2","Saxifraga rhomboidea Greene","diamondleaf saxifrage","Dicot","Saxifragaceae","Saxifrage family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"SEDES","Selaginella densa var. scopulorum",2,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"SELA","Sedum lanceolatum",2,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"SIACS2","Silene acaulis var. subacaulescens",9,"SIACS2","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"TEAC","Tetraneuris acaulis",2,"TEACC","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","caespitose four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"TEGR3","Tetraneuris grandiflora",3,"TEGR3","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,6,1,0,1,0,"VIOLET","Viola spp",1,"VIOLA","Viola L.","violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"ALGE","Allium geyeri",10,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"ARFEF3","Arenaria fendleri var. fendleri",15,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"CAPU","Calamagrostis purpurascens",0.25,"CAPU","Calamagrostis purpurascens R. Br.","purple reedgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"CARO2","Campanula rotundifolia",2,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"CARUD","Carex rupestris var. drummondiana",25,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"CASC12","Carex scopulorum",1,"CASC12","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"CAUN2","Campanula uniflora",8,"CAUN2","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"CEARS2","Cerastium arvense ssp. strictum",15,"CEARS2","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"DECE","Deschampsia caespitosa",1,"DECE","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"ELYMUS","Elymus sp",0.25,"ELYMU","Elymus L.","wildrye","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"ERCA14","Erysimum capitatum",2,"ERCA14","Erysimum capitatum (Douglas ex Hook.) Greene","sanddune wallflower","Dicot","Brassicaceae","Mustard family","Biennial, Perennial","Forb/herb, Subshrub"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"ERSI3","Erigeron simplex",3,"ERSI3","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"FEBR","Festuca brachyphylla",4,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"GERO2","Geum rossii",2,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"KOMY","Kobresia myosuroides",38,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"LLSE","Lloydia serotina",8,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"MELA3","Mertensia lanceolata",4,"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"MIOB2","Minuartia obtusiloba",5,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"ORALA","Oreoxis alpina ssp. alpina",22,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"PEPA3","Pedicularis parryi",5,"PEPA3","Pedicularis parryi A. Gray","Parry's lousewort","Dicot","Scrophulariaceae","Figwort family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"PHPU5","Phlox pulvinata",2,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"POAL2","Poa alpina",5,"POAL2","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"POARG","Poa arctica ssp. grayana",5,"POARG","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"POBI6","Polygonum bistortoides",3,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"PODI2","Potentilla diversifolia",10,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"POPU3","Polemonium pulcherrimum",2,"POPU3","Polemonium pulcherrimum Hook.","Jacob's-ladder","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"PRAN","Primula angustifolia",2,"PRAN","Primula angustifolia Torr.","alpine primrose","Dicot","Primulaceae","Primrose family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"SEDES","Selaginella densa var. scopulorum",1,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"SELA","Sedum lanceolatum",3,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"SIACS2","Silene acaulis var. subacaulescens",3,"SIACS2","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"SOSIN","Solidago simplex ssp. simplex var. nana",4,"SOSIN","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"TEAC","Tetraneuris acaulis",1,"TEACC","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","caespitose four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"TEGR3","Tetraneuris grandiflora",10,"TEGR3","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"TRSP2","Trisetum spicatum",11,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-28,1,7,1,1,0,0,"VIOLET","Viola spp",5,"VIOLA","Viola L.","violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,8,1,1,1,0,"ALGE","Allium geyeri",11,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-28,1,8,1,1,1,0,"ARFEF3","Arenaria fendleri var. fendleri",5,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
